1|0	0.20689655172413793	0.034482758620689655	0.0	0.0	0.0	0.0	0.0	0.0	0.06896551724137931	0.20689655172413793	0.0	0.0	0.13793103448275862	0.06896551724137931	0.20689655172413793	0.0	0.0	0.06896551724137931	0.0	0.0
2|0	0.06557377049180328	0.0	0.0	0.11475409836065574	0.04918032786885246	0.01639344262295082	0.0	0.04918032786885246	0.11475409836065574	0.09836065573770492	0.0	0.06557377049180328	0.01639344262295082	0.08196721311475409	0.14754098360655737	0.08196721311475409	0.06557377049180328	0.0	0.01639344262295082	0.01639344262295082
3|0	0.0	0.0	0.08333333333333333	0.0	0.16666666666666666	0.0	0.0	0.0	0.0	0.08333333333333333	0.0	0.08333333333333333	0.25	0.08333333333333333	0.0	0.08333333333333333	0.16666666666666666	0.0	0.0	0.0
4|0	0.5555555555555556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2777777777777778	0.1111111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05555555555555555	0.0
5|0	0.0	0.0	0.06666666666666667	0.0	0.06666666666666667	0.0	0.06666666666666667	0.06666666666666667	0.13333333333333333	0.0	0.0	0.0	0.06666666666666667	0.06666666666666667	0.13333333333333333	0.06666666666666667	0.0	0.0	0.2	0.06666666666666667
6|0	0.0	0.0	0.0	0.06666666666666667	0.06666666666666667	0.0	0.0	0.0	0.2	0.13333333333333333	0.0	0.13333333333333333	0.0	0.0	0.06666666666666667	0.06666666666666667	0.13333333333333333	0.06666666666666667	0.0	0.06666666666666667
7|0	0.25	0.0	0.0	0.0	0.08333333333333333	0.0	0.08333333333333333	0.16666666666666666	0.16666666666666666	0.0	0.08333333333333333	0.0	0.0	0.0	0.08333333333333333	0.08333333333333333	0.0	0.0	0.0	0.0
8|0	0.17647058823529413	0.0	0.029411764705882353	0.058823529411764705	0.0	0.0	0.0	0.0	0.2647058823529412	0.029411764705882353	0.0	0.0	0.23529411764705882	0.029411764705882353	0.08823529411764706	0.058823529411764705	0.0	0.029411764705882353	0.0	0.0
9|0	0.13333333333333333	0.0	0.0	0.0	0.0	0.06666666666666667	0.0	0.0	0.0	0.06666666666666667	0.0	0.0	0.2	0.0	0.5333333333333333	0.0	0.0	0.0	0.0	0.0
10|0	0.07692307692307693	0.0	0.0	0.0	0.038461538461538464	0.11538461538461539	0.0	0.07692307692307693	0.07692307692307693	0.2692307692307692	0.0	0.038461538461538464	0.038461538461538464	0.0	0.038461538461538464	0.038461538461538464	0.07692307692307693	0.038461538461538464	0.038461538461538464	0.038461538461538464
11|0	0.0	0.0	0.0	0.0	0.0	0.07692307692307693	0.0	0.0	0.0	0.0	0.0	0.0	0.15384615384615385	0.07692307692307693	0.6923076923076923	0.0	0.0	0.0	0.0	0.0
12|0	0.12	0.0	0.04	0.08	0.04	0.08	0.0	0.12	0.24	0.08	0.04	0.0	0.0	0.0	0.04	0.0	0.04	0.04	0.0	0.04
13|0	0.04	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.16	0.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0
14|0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.2	0.0	0.0	0.05	0.0	0.05	0.0	0.05	0.1	0.05	0.0
15|0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16666666666666666	0.08333333333333333	0.08333333333333333	0.0	0.0	0.08333333333333333	0.4166666666666667	0.08333333333333333	0.08333333333333333	0.0	0.0	0.0
