104|0	0.375	0.25	0.0	0.0	0.375
127|0	0.3333333333333333	0.1111111111111111	0.2222222222222222	0.0	0.3333333333333333
1|0	0.6	0.2	0.0	0.0	0.2
2|0	0.2	0.4	0.0	0.2	0.2
3|0	0.6	0.2	0.0	0.0	0.2
4|0	0.4	0.2	0.0	0.0	0.4
5|0	0.4	0.2	0.0	0.0	0.4
6|0	0.2	0.0	0.4	0.4	0.0
7|0	0.4	0.0	0.2	0.0	0.4
8|0	0.2	0.0	0.2	0.0	0.6
9|0	0.0	0.2	0.0	0.0	0.8
10|0	0.6	0.2	0.0	0.0	0.2
11|0	0.6	0.0	0.2	0.2	0.0
12|0	0.6	0.0	0.2	0.2	0.0
13|0	0.4	0.0	0.2	0.2	0.2
14|0	0.0	0.0	0.2	0.2	0.6
15|0	0.4	0.0	0.2	0.2	0.2
16|0	0.2	0.4	0.2	0.2	0.0
17|0	0.2	0.4	0.2	0.2	0.0
18|0	0.2	0.2	0.0	0.0	0.6
19|0	0.4	0.2	0.2	0.2	0.0
20|0	0.2	0.2	0.0	0.0	0.6
21|0	0.4	0.2	0.2	0.0	0.2
22|0	0.2	0.4	0.0	0.2	0.2
23|0	0.2	0.2	0.2	0.2	0.2
24|0	0.4	0.0	0.4	0.2	0.0
25|0	0.2	0.4	0.0	0.2	0.2
26|0	0.4	0.2	0.0	0.2	0.2
27|0	0.2	0.0	0.0	0.0	0.8
28|0	0.2	0.2	0.0	0.0	0.6
29|0	0.2	0.2	0.0	0.0	0.6
30|0	0.2	0.2	0.0	0.0	0.6
31|0	0.0	0.4	0.0	0.0	0.6
32|0	0.4	0.2	0.2	0.0	0.2
33|0	0.6	0.0	0.2	0.0	0.2
34|0	0.0	0.2	0.2	0.2	0.4
35|0	0.2	0.0	0.4	0.0	0.4
36|0	0.2	0.0	0.2	0.0	0.6
37|0	0.2	0.4	0.0	0.2	0.2
38|0	0.2	0.4	0.0	0.2	0.2
39|0	0.6666666666666666	0.0	0.0	0.0	0.3333333333333333
40|0	0.3333333333333333	0.3333333333333333	0.0	0.16666666666666666	0.16666666666666666
41|0	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.0	0.5
42|0	0.5	0.3333333333333333	0.0	0.0	0.16666666666666666
43|0	0.3333333333333333	0.3333333333333333	0.0	0.16666666666666666	0.16666666666666666
44|0	0.3333333333333333	0.3333333333333333	0.16666666666666666	0.16666666666666666	0.0
45|0	0.3333333333333333	0.3333333333333333	0.16666666666666666	0.16666666666666666	0.0
46|0	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.3333333333333333	0.16666666666666666
47|0	0.3333333333333333	0.3333333333333333	0.0	0.16666666666666666	0.16666666666666666
48|0	0.14285714285714285	0.2857142857142857	0.0	0.0	0.5714285714285714
49|0	0.0	0.42857142857142855	0.0	0.0	0.5714285714285714
50|0	0.2857142857142857	0.2857142857142857	0.0	0.2857142857142857	0.14285714285714285
51|0	0.7142857142857143	0.14285714285714285	0.0	0.0	0.14285714285714285
52|0	0.2857142857142857	0.2857142857142857	0.0	0.14285714285714285	0.2857142857142857
53|0	0.2857142857142857	0.2857142857142857	0.0	0.14285714285714285	0.2857142857142857
54|0	0.5714285714285714	0.0	0.14285714285714285	0.0	0.2857142857142857
55|0	0.14285714285714285	0.2857142857142857	0.14285714285714285	0.0	0.42857142857142855
56|0	0.0	0.2857142857142857	0.0	0.0	0.7142857142857143
57|0	0.42857142857142855	0.2857142857142857	0.0	0.14285714285714285	0.14285714285714285
58|0	0.42857142857142855	0.14285714285714285	0.0	0.14285714285714285	0.2857142857142857
59|0	0.7142857142857143	0.14285714285714285	0.0	0.0	0.14285714285714285
60|0	0.14285714285714285	0.2857142857142857	0.0	0.2857142857142857	0.2857142857142857
61|0	0.0	0.14285714285714285	0.0	0.0	0.8571428571428571
62|0	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.2857142857142857	0.2857142857142857
63|0	0.14285714285714285	0.2857142857142857	0.0	0.2857142857142857	0.2857142857142857
64|0	0.42857142857142855	0.14285714285714285	0.0	0.0	0.42857142857142855
65|0	0.14285714285714285	0.42857142857142855	0.0	0.0	0.42857142857142855
66|0	0.42857142857142855	0.2857142857142857	0.0	0.14285714285714285	0.14285714285714285
67|0	0.8571428571428571	0.0	0.0	0.14285714285714285	0.0
68|0	0.75	0.0	0.0	0.0	0.25
69|0	0.5	0.0	0.125	0.125	0.25
70|0	0.5	0.125	0.0	0.125	0.25
71|0	0.375	0.125	0.0	0.125	0.375
72|0	0.25	0.25	0.0	0.125	0.375
73|0	0.0	0.375	0.0	0.0	0.625
74|0	0.625	0.25	0.0	0.0	0.125
75|0	0.625	0.0	0.125	0.0	0.25
76|0	0.375	0.125	0.0	0.125	0.375
77|0	0.375	0.25	0.0	0.125	0.25
78|0	0.375	0.25	0.0	0.0	0.375
79|0	0.375	0.125	0.0	0.125	0.375
80|0	0.25	0.25	0.0	0.125	0.375
81|0	0.125	0.25	0.0	0.0	0.625
82|0	0.75	0.125	0.0	0.0	0.125
83|0	0.75	0.125	0.0	0.0	0.125
84|0	0.25	0.25	0.0	0.125	0.375
85|0	0.25	0.375	0.0	0.0	0.375
86|0	0.25	0.25	0.0	0.125	0.375
87|0	0.375	0.125	0.0	0.0	0.5
88|0	0.25	0.25	0.0	0.0	0.5
89|0	1.0	0.0	0.0	0.0	0.0
90|0	0.25	0.25	0.0	0.0	0.5
91|0	0.125	0.25	0.0	0.0	0.625
92|0	0.25	0.375	0.0	0.0	0.375
93|0	0.375	0.25	0.0	0.0	0.375
94|0	0.0	0.5	0.0	0.0	0.5
95|0	0.875	0.0	0.0	0.125	0.0
96|0	0.875	0.0	0.0	0.125	0.0
97|0	0.75	0.0	0.0	0.125	0.125
98|0	0.5	0.25	0.0	0.0	0.25
99|0	0.3333333333333333	0.2222222222222222	0.0	0.0	0.4444444444444444
100|0	0.4444444444444444	0.1111111111111111	0.0	0.0	0.4444444444444444
101|0	0.2222222222222222	0.1111111111111111	0.1111111111111111	0.2222222222222222	0.3333333333333333
102|0	0.2222222222222222	0.2222222222222222	0.0	0.0	0.5555555555555556
103|0	0.4444444444444444	0.2222222222222222	0.1111111111111111	0.0	0.2222222222222222
