104|0	0.125	0.625	0.25	0.25	0.25	0.5	0.375	0.125	0.5	0.25	0.25	0.5	0.375	0.5	0.125	0.5	0.25	0.25	0.0	0.375	0.625	0.5	0.25	0.25	0.5	0.375	0.125	0.25	0.5	0.25	0.0	1.0	0.0	0.25	0.375	0.375	0.5	0.125	0.375
127|0	0.2222222222222222	0.4444444444444444	0.33333333333333337	0.2222222222222222	0.5555555555555556	0.2222222222222222	0.3333333333333333	0.4444444444444444	0.22222222222222232	0.4444444444444444	0.1111111111111111	0.4444444444444445	0.4444444444444444	0.4444444444444444	0.11111111111111116	0.3333333333333333	0.3333333333333333	0.3333333333333334	0.2222222222222222	0.2222222222222222	0.5555555555555556	0.4444444444444444	0.2222222222222222	0.33333333333333337	0.4444444444444444	0.3333333333333333	0.22222222222222227	0.3333333333333333	0.3333333333333333	0.3333333333333334	0.2222222222222222	0.7777777777777778	0.0	0.4444444444444444	0.5555555555555556	0.0	0.4444444444444444	0.2222222222222222	0.33333333333333337
1|0	0.0	0.2	0.8	0.0	0.6	0.4	0.2	0.4	0.4	0.0	0.2	0.8	0.0	0.4	0.6	0.0	0.2	0.8	0.0	0.0	1.0	0.4	0.2	0.39999999999999997	0.8	0.2	-5.551115123125783e-17	0.2	0.4	0.4	0.0	1.0	0.0	0.4	0.6	0.0	0.8	0.0	0.19999999999999996
2|0	0.2	0.0	0.8	0.2	0.2	0.6000000000000001	0.2	0.2	0.6000000000000001	0.2	0.0	0.8	0.2	0.0	0.8	0.2	0.0	0.8	0.2	0.0	0.8	0.4	0.2	0.39999999999999997	0.8	0.0	0.19999999999999996	0.2	0.4	0.4	0.0	0.8	0.19999999999999996	0.0	0.8	0.19999999999999996	0.8	0.2	-5.551115123125783e-17
3|0	0.0	0.4	0.6	0.4	0.2	0.39999999999999997	0.4	0.2	0.39999999999999997	0.0	0.4	0.6	0.4	0.2	0.39999999999999997	0.0	0.4	0.6	0.0	0.4	0.6	0.6	0.2	0.2	0.6	0.4	0.0	0.4	0.4	0.19999999999999996	0.0	1.0	0.0	0.2	0.4	0.4	1.0	0.0	0.0
4|0	0.0	0.4	0.6	0.4	0.2	0.39999999999999997	0.4	0.2	0.39999999999999997	0.2	0.2	0.6000000000000001	0.4	0.2	0.39999999999999997	0.0	0.4	0.6	0.2	0.2	0.6000000000000001	0.6	0.2	0.2	0.6	0.4	0.0	0.4	0.4	0.19999999999999996	0.0	1.0	0.0	0.2	0.4	0.4	0.8	0.0	0.19999999999999996
5|0	0.0	0.4	0.6	0.4	0.2	0.39999999999999997	0.4	0.2	0.39999999999999997	0.2	0.2	0.6000000000000001	0.4	0.2	0.39999999999999997	0.0	0.4	0.6	0.2	0.2	0.6000000000000001	0.6	0.2	0.2	0.6	0.4	0.0	0.4	0.4	0.19999999999999996	0.0	1.0	0.0	0.2	0.4	0.4	0.8	0.0	0.19999999999999996
6|0	0.6	0.4	0.0	0.4	0.6	0.0	0.6	0.4	0.0	0.6	0.4	0.0	0.6	0.4	0.0	0.8	0.2	-5.551115123125783e-17	0.6	0.0	0.4	0.4	0.2	0.39999999999999997	0.0	0.2	0.8	0.4	0.2	0.39999999999999997	0.2	0.4	0.4	0.8	0.0	0.19999999999999996	0.2	0.6	0.20000000000000007
7|0	0.4	0.4	0.19999999999999996	0.4	0.6	0.0	0.6	0.4	0.0	0.6	0.2	0.2	0.6	0.4	0.0	0.4	0.4	0.19999999999999996	0.4	0.2	0.39999999999999997	0.4	0.4	0.19999999999999996	0.2	0.4	0.4	0.4	0.4	0.19999999999999996	0.2	0.8	0.0	0.6	0.4	0.0	0.4	0.4	0.19999999999999996
8|0	0.6	0.4	0.0	0.6	0.4	0.0	1.0	0.0	0.0	0.6	0.4	0.0	0.8	0.2	-5.551115123125783e-17	0.6	0.4	0.0	0.4	0.4	0.19999999999999996	0.4	0.4	0.19999999999999996	0.0	0.4	0.6	0.4	0.4	0.19999999999999996	0.2	0.8	0.0	0.6	0.2	0.2	0.2	0.6	0.20000000000000007
9|0	0.8	0.0	0.19999999999999996	0.8	0.0	0.19999999999999996	1.0	0.0	0.0	0.8	0.0	0.19999999999999996	0.8	0.0	0.19999999999999996	0.8	0.2	-5.551115123125783e-17	0.0	0.8	0.19999999999999996	0.0	0.8	0.19999999999999996	0.2	0.0	0.8	0.0	0.8	0.19999999999999996	0.0	1.0	0.0	0.0	0.2	0.8	0.2	0.8	0.0
10|0	0.0	0.2	0.8	0.2	0.4	0.4	0.4	0.4	0.19999999999999996	0.0	0.2	0.8	0.2	0.2	0.6000000000000001	0.0	0.4	0.6	0.0	0.2	0.8	0.4	0.4	0.19999999999999996	0.8	0.2	-5.551115123125783e-17	0.2	0.6	0.20000000000000007	0.0	1.0	0.0	0.0	0.8	0.19999999999999996	1.0	0.0	0.0
11|0	0.4	0.4	0.19999999999999996	0.4	0.6	0.0	0.8	0.2	-5.551115123125783e-17	0.2	0.6	0.20000000000000007	0.6	0.4	0.0	0.4	0.4	0.19999999999999996	0.4	0.2	0.39999999999999997	0.6	0.2	0.2	0.2	0.4	0.4	0.6	0.2	0.2	0.2	0.6	0.20000000000000007	0.4	0.2	0.39999999999999997	0.6	0.4	0.0
12|0	0.4	0.2	0.39999999999999997	0.4	0.4	0.19999999999999996	0.4	0.4	0.19999999999999996	0.4	0.2	0.39999999999999997	0.6	0.2	0.2	0.4	0.2	0.39999999999999997	0.4	0.2	0.39999999999999997	0.2	0.4	0.4	0.4	0.2	0.39999999999999997	0.2	0.4	0.4	0.2	0.6	0.20000000000000007	0.6	0.2	0.2	0.4	0.4	0.19999999999999996
13|0	0.4	0.4	0.19999999999999996	0.6	0.4	0.0	0.8	0.2	-5.551115123125783e-17	0.4	0.4	0.19999999999999996	0.8	0.2	-5.551115123125783e-17	0.4	0.4	0.19999999999999996	0.4	0.4	0.19999999999999996	0.4	0.2	0.39999999999999997	0.2	0.4	0.4	0.4	0.2	0.39999999999999997	0.2	0.6	0.20000000000000007	0.6	0.2	0.2	0.2	0.4	0.4
14|0	0.8	0.2	-5.551115123125783e-17	0.8	0.2	-5.551115123125783e-17	1.0	0.0	0.0	0.8	0.2	-5.551115123125783e-17	1.0	0.0	0.0	0.8	0.2	-5.551115123125783e-17	0.4	0.6	0.0	0.2	0.6	0.20000000000000007	0.0	0.2	0.8	0.2	0.6	0.20000000000000007	0.2	0.6	0.20000000000000007	0.4	0.2	0.39999999999999997	0.0	0.8	0.19999999999999996
15|0	0.4	0.4	0.19999999999999996	0.4	0.4	0.19999999999999996	0.6	0.2	0.2	0.4	0.4	0.19999999999999996	0.8	0.2	-5.551115123125783e-17	0.6	0.2	0.2	0.4	0.4	0.19999999999999996	0.4	0.4	0.19999999999999996	0.2	0.4	0.4	0.2	0.6	0.20000000000000007	0.2	0.6	0.20000000000000007	0.4	0.2	0.39999999999999997	0.4	0.4	0.19999999999999996
16|0	0.4	0.2	0.39999999999999997	0.2	0.2	0.6000000000000001	0.4	0.2	0.39999999999999997	0.4	0.0	0.6	0.4	0.4	0.19999999999999996	0.6	0.2	0.2	0.4	0.0	0.6	0.2	0.2	0.6000000000000001	0.6	0.0	0.4	0.2	0.2	0.6000000000000001	0.2	0.6	0.20000000000000007	0.4	0.4	0.19999999999999996	0.4	0.4	0.19999999999999996
